artist_id,artist_name
1074042,Noicybino
866037,南味年糕
1079101,南一
1046339,南瓜饭
220970,NANCY
1050265,No.6
189831,Nencol 
1040204,逆风而行
862131,倪敏然
1041070,乃日戈
4661,倪敏然&倪嘉升
797362,埖小迪
1043110,Nero NEX
1049159,Nathan Pelupessy
1124323,男森RAP
1050045,牛会龙
1181764,宁新兵
1049302,南知
4709,女美爱我
1044082,怒江雨
1193191,尼块
1019003,Nic-BOOM
1057272,安夕尔
1049185,聂远
797346,南宫家骏
1081733,Noise Happy
4664,男子汉乐团
1039097,農里
1040024,念尔
4680,倪青
1155077,闹闹
4674,倪皓
1132441,Nickking
4668,南梓轩
776277,No Artificial Colours
1124300,聂子轩
4659,Noiser luo
1062006,南建雄
865005,宁波
787058,岑南溢
12467165,喃常乔
14471046,南帅
12463425,宁英杰
13644134,尼多
12457093,尼玛旦周
13643094,霓歌
12408261,男众法师
13580194,嗯哼
12335177,诺一
13192098,南芊羽
12301229,NONO珺
12514278,那吾克热LIL-EM
12262693,牛青畾
12289278,农永平
12262225,NGC
12262074,牛雨霖
12108665,奶猴子
12107162,牛欢
12091157,楠梦
12098066,南派三叔
1092005,牛演通
12091030,牛歌
1044045,NAILON
artist_id,artist_name
4693,欧得洋
4694,欧阳靖
896460,欧豪
4695,欧翠峰
4700,欧汉声
1087808,OWL Records
4691,Okna Tsahan Zam
4705,欧阳青
1124169,欧阳屌宏
4692,Oscar
4698,欧阳辉
4706,欧育齐
4697,欧阳浩瀚
189668,Open Mike Eagle
4719,讴歌
1135222,ODYSSEY_
1057079,昭和三色_
4712,Octave 20
4696,欧阳德勋
4715,欧阳尚尚
851769,欧尔格力
1024100,欧阳曹亮
